txn_id,date,product,region,channel,units,unit_price,revenue,discount_pct,tax
TXN1001460,2025-09-05,Widget-Alpha,Europe,online,41,712.9,21921.67,25,3945.9
TXN1001461,2025-10-06,Widget-Beta,Asia-Pacific,retail,672,968.18,553024.42,15,99544.4
TXN1001462,2025-11-07,Gadget-X1,Middle-East,wholesale,736,867.56,606597.95,5,109187.63
TXN1001463,2025-12-08,Gadget-X2,Africa,partner,230,490.72,101579.04,10,18284.23
TXN1001464,2025-01-09,Doohickey-Pro,North-America,direct,286,810.95,220335.11,5,39660.32
TXN1001465,2025-02-10,Thingamajig,South-America,online,142,39.51,5329.9,5,959.38
TXN1001466,2025-03-11,Gizmo-3000,Europe,retail,85,641.21,54502.85,0,9810.51
TXN1001467,2025-04-12,Contraption-A,Asia-Pacific,wholesale,897,925.2,788409.18,5,141913.65
TXN1001468,2025-05-13,Device-Z,Middle-East,partner,177,217.41,34633.41,10,6234.01
TXN1001469,2025-06-14,Module-7,Africa,direct,303,242.49,66127.02,10,11902.86
TXN1001470,2025-07-15,Widget-Alpha,North-America,online,819,7.79,5104.01,20,918.72
TXN1001471,2025-08-16,Widget-Beta,South-America,retail,567,240.17,108941.11,20,19609.4
TXN1001472,2025-09-17,Gadget-X1,Europe,wholesale,795,374.33,282712.73,5,50888.29
TXN1001473,2025-10-18,Gadget-X2,Asia-Pacific,partner,239,605.03,144602.17,0,26028.39
TXN1001474,2025-11-19,Doohickey-Pro,Middle-East,direct,529,8.45,4246.55,5,764.38
TXN1001475,2025-12-20,Thingamajig,Africa,online,549,809.85,422377.27,5,76027.91
TXN1001476,2025-01-21,Gizmo-3000,North-America,retail,606,305.03,157120.95,15,28281.77
TXN1001477,2025-02-22,Contraption-A,South-America,wholesale,995,287.45,228810.2,20,41185.84
TXN1001478,2025-03-23,Device-Z,Europe,partner,299,545.79,146872.09,10,26436.98
TXN1001479,2025-04-24,Module-7,Asia-Pacific,direct,494,540.25,213506.8,20,38431.22
TXN1001480,2025-05-25,Widget-Alpha,Middle-East,online,885,501.44,399396.96,10,71891.45
TXN1001481,2025-06-26,Widget-Beta,Africa,retail,164,958.95,149404.41,5,26892.79
TXN1001482,2025-07-27,Gadget-X1,North-America,wholesale,914,86.18,74830.09,5,13469.42
TXN1001483,2025-08-28,Gadget-X2,South-America,partner,773,142.82,82799.9,25,14903.98
TXN1001484,2025-09-01,Doohickey-Pro,Europe,direct,957,244.54,234024.78,0,42124.46
TXN1001485,2025-10-02,Thingamajig,Asia-Pacific,online,506,589.94,223882.23,25,40298.8
TXN1001486,2025-11-03,Gizmo-3000,Middle-East,retail,396,806.33,287376.01,10,51727.68
TXN1001487,2025-12-04,Contraption-A,Africa,wholesale,668,249.13,149776.96,10,26959.85
TXN1001488,2025-01-05,Device-Z,North-America,partner,505,677.59,290855.51,15,52353.99
TXN1001489,2025-02-06,Module-7,South-America,direct,212,563.22,95522.11,20,17193.98
TXN1001490,2025-03-07,Widget-Alpha,Europe,online,708,74.11,44599.4,15,8027.89
TXN1001491,2025-04-08,Widget-Beta,Asia-Pacific,retail,630,429.87,243736.29,10,43872.53
TXN1001492,2025-05-09,Gadget-X1,Middle-East,wholesale,561,98.13,46793.29,15,8422.79
TXN1001493,2025-06-10,Gadget-X2,Africa,partner,212,592.33,106737.87,15,19212.82
TXN1001494,2025-07-11,Doohickey-Pro,North-America,direct,173,703.73,121745.29,0,21914.15
TXN1001495,2025-08-12,Thingamajig,South-America,online,232,46.64,10820.48,0,1947.69
TXN1001496,2025-09-13,Gizmo-3000,Europe,retail,686,879.18,512649.86,15,92276.97
TXN1001497,2025-10-14,Contraption-A,Asia-Pacific,wholesale,181,708.16,102541.57,20,18457.48
TXN1001498,2025-11-15,Device-Z,Middle-East,partner,602,674.92,365671.66,10,65820.9
TXN1001499,2025-12-16,Module-7,Africa,direct,617,911.26,506022.68,10,91084.08
TXN1001500,2025-01-17,Widget-Alpha,North-America,online,954,523.77,399741.26,20,71953.43
TXN1001501,2025-02-18,Widget-Beta,South-America,retail,369,700.05,219570.68,15,39522.72
TXN1001502,2025-03-19,Gadget-X1,Europe,wholesale,415,524.68,195967.98,10,35274.24
TXN1001503,2025-04-20,Gadget-X2,Asia-Pacific,partner,869,486.02,422351.38,0,76023.25
TXN1001504,2025-05-21,Doohickey-Pro,Middle-East,direct,525,382.35,200733.75,0,36132.07
TXN1001505,2025-06-22,Thingamajig,Africa,online,957,104.85,100341.45,0,18061.46
TXN1001506,2025-07-23,Gizmo-3000,North-America,retail,583,269.8,157293.4,0,28312.81
TXN1001507,2025-08-24,Contraption-A,South-America,wholesale,954,813.83,698754.44,10,125775.8
TXN1001508,2025-09-25,Device-Z,Europe,partner,939,530.36,498008.04,0,89641.45
TXN1001509,2025-10-26,Module-7,Asia-Pacific,direct,828,464.74,384804.72,0,69264.85
TXN1001510,2025-11-27,Widget-Alpha,Middle-East,online,401,973.4,351300.06,10,63234.01
TXN1001511,2025-12-28,Widget-Beta,Africa,retail,418,321.25,120854.25,10,21753.76
TXN1001512,2025-01-01,Gadget-X1,North-America,wholesale,410,978.69,401262.9,0,72227.32
TXN1001513,2025-02-02,Gadget-X2,South-America,partner,222,148.17,27959.68,15,5032.74
TXN1001514,2025-03-03,Doohickey-Pro,Europe,direct,233,384.7,80671.59,10,14520.89
TXN1001515,2025-04-04,Thingamajig,Asia-Pacific,online,648,858.21,472702.07,15,85086.37
TXN1001516,2025-05-05,Gizmo-3000,Middle-East,retail,414,968.95,320916.24,20,57764.92
TXN1001517,2025-06-06,Contraption-A,Africa,wholesale,807,197.62,151505.37,5,27270.97
TXN1001518,2025-07-07,Device-Z,North-America,partner,264,270.41,67818.83,5,12207.39
TXN1001519,2025-08-08,Module-7,South-America,direct,511,581.87,252735.23,15,45492.34
TXN1001520,2025-09-09,Widget-Alpha,Europe,online,74,143.64,9566.42,10,1721.96
TXN1001521,2025-10-10,Widget-Beta,Asia-Pacific,retail,989,44.28,39413.63,10,7094.45
TXN1001522,2025-11-11,Gadget-X1,Middle-East,wholesale,91,845.98,57738.14,25,10392.87
TXN1001523,2025-12-12,Gadget-X2,Africa,partner,837,725.04,606858.48,0,109234.53
TXN1001524,2025-01-13,Doohickey-Pro,North-America,direct,912,249.32,204641.86,10,36835.53
TXN1001525,2025-02-14,Thingamajig,South-America,online,273,455.22,118061.31,5,21251.04
TXN1001526,2025-03-15,Gizmo-3000,Europe,retail,402,330.15,126084.28,5,22695.17
TXN1001527,2025-04-16,Contraption-A,Asia-Pacific,wholesale,573,395.0,192384.75,15,34629.25
TXN1001528,2025-05-17,Device-Z,Middle-East,partner,411,759.25,234038.81,25,42126.99
TXN1001529,2025-06-18,Module-7,Africa,direct,718,244.27,131539.4,25,23677.09
TXN1001530,2025-07-19,Widget-Alpha,North-America,online,664,41.6,23479.04,15,4226.23
TXN1001531,2025-08-20,Widget-Beta,South-America,retail,949,229.3,217605.7,0,39169.03
TXN1001532,2025-09-21,Gadget-X1,Europe,wholesale,556,342.38,190363.28,0,34265.39
TXN1001533,2025-10-22,Gadget-X2,Asia-Pacific,partner,45,696.3,23500.12,25,4230.02
TXN1001534,2025-11-23,Doohickey-Pro,Middle-East,direct,120,452.36,40712.4,25,7328.23
TXN1001535,2025-12-24,Thingamajig,Africa,online,526,687.46,361603.96,0,65088.71
TXN1001536,2025-01-25,Gizmo-3000,North-America,retail,534,988.93,475279.76,10,85550.36
TXN1001537,2025-02-26,Contraption-A,South-America,wholesale,18,858.76,15457.68,0,2782.38
TXN1001538,2025-03-27,Device-Z,Europe,partner,795,180.2,107444.25,25,19339.97
TXN1001539,2025-04-28,Module-7,Asia-Pacific,direct,342,258.35,70684.56,20,12723.22
TXN1001540,2025-05-01,Widget-Alpha,Middle-East,online,370,464.86,146198.47,15,26315.72
TXN1001541,2025-06-02,Widget-Beta,Africa,retail,100,992.14,74410.5,25,13393.89
TXN1001542,2025-07-03,Gadget-X1,North-America,wholesale,782,811.45,571098.51,10,102797.73
TXN1001543,2025-08-04,Gadget-X2,South-America,partner,378,860.77,325371.06,0,58566.79
TXN1001544,2025-09-05,Doohickey-Pro,Europe,direct,583,248.38,115844.43,20,20852.0
TXN1001545,2025-10-06,Thingamajig,Asia-Pacific,online,502,74.77,30027.63,20,5404.97
TXN1001546,2025-11-07,Gizmo-3000,Middle-East,retail,497,723.96,341817.71,5,61527.19
TXN1001547,2025-12-08,Contraption-A,Africa,wholesale,207,520.5,80807.62,25,14545.37
TXN1001548,2025-01-09,Device-Z,North-America,partner,386,547.69,211408.34,0,38053.5
TXN1001549,2025-02-10,Module-7,South-America,direct,220,243.47,48207.06,10,8677.27
TXN1001550,2025-03-11,Widget-Alpha,Europe,online,520,40.39,16802.24,20,3024.4
TXN1001551,2025-04-12,Widget-Beta,Asia-Pacific,retail,778,623.74,461006.23,5,82981.12
TXN1001552,2025-05-13,Gadget-X1,Middle-East,wholesale,655,474.82,311007.1,0,55981.28
TXN1001553,2025-06-14,Gadget-X2,Africa,partner,269,392.6,100328.93,5,18059.21
TXN1001554,2025-07-15,Doohickey-Pro,North-America,direct,858,457.59,333720.39,15,60069.67
TXN1001555,2025-08-16,Thingamajig,South-America,online,239,131.77,23619.77,25,4251.56
TXN1001556,2025-09-17,Gizmo-3000,Europe,retail,907,271.16,209050.8,15,37629.14
TXN1001557,2025-10-18,Contraption-A,Asia-Pacific,wholesale,513,754.0,290101.5,25,52218.27
TXN1001558,2025-11-19,Device-Z,Middle-East,partner,294,816.51,240053.94,0,43209.71
TXN1001559,2025-12-20,Module-7,Africa,direct,142,179.44,19110.36,25,3439.86
TXN1001560,2025-01-21,Widget-Alpha,North-America,online,174,731.25,114513.75,10,20612.47
TXN1001561,2025-02-22,Widget-Beta,South-America,retail,667,448.44,299109.48,0,53839.71
TXN1001562,2025-03-23,Gadget-X1,Europe,wholesale,187,443.49,82932.63,0,14927.87
TXN1001563,2025-04-24,Gadget-X2,Asia-Pacific,partner,820,43.64,32206.32,10,5797.14
TXN1001564,2025-05-25,Doohickey-Pro,Middle-East,direct,17,547.27,9303.59,0,1674.65
TXN1001565,2025-06-26,Thingamajig,Africa,online,147,569.29,83685.63,0,15063.41
TXN1001566,2025-07-27,Gizmo-3000,North-America,retail,744,851.8,538678.32,15,96962.1
TXN1001567,2025-08-28,Contraption-A,South-America,wholesale,594,883.34,393527.97,25,70835.03
TXN1001568,2025-09-01,Device-Z,Europe,partner,325,942.09,306179.25,0,55112.26
TXN1001569,2025-10-02,Module-7,Asia-Pacific,direct,672,48.65,27788.88,15,5002.0
TXN1001570,2025-11-03,Widget-Alpha,Middle-East,online,131,576.28,64168.78,15,11550.38
TXN1001571,2025-12-04,Widget-Beta,Africa,retail,556,835.99,464810.44,0,83665.88
TXN1001572,2025-01-05,Gadget-X1,North-America,wholesale,106,110.33,10525.48,10,1894.59
TXN1001573,2025-02-06,Gadget-X2,South-America,partner,493,140.84,65962.41,5,11873.23
TXN1001574,2025-03-07,Doohickey-Pro,Europe,direct,809,586.35,355767.86,25,64038.21
TXN1001575,2025-04-08,Thingamajig,Asia-Pacific,online,706,150.1,95373.54,10,17167.24
TXN1001576,2025-05-09,Gizmo-3000,Middle-East,retail,525,443.32,174557.25,25,31420.31
TXN1001577,2025-06-10,Contraption-A,Africa,wholesale,195,972.21,151664.76,20,27299.66
TXN1001578,2025-07-11,Device-Z,North-America,partner,954,735.88,666928.04,5,120047.05
TXN1001579,2025-08-12,Module-7,South-America,direct,996,177.53,159137.89,10,28644.82
TXN1001580,2025-09-13,Widget-Alpha,Europe,online,801,116.46,69963.35,25,12593.4
TXN1001581,2025-10-14,Widget-Beta,Asia-Pacific,retail,800,600.81,456615.6,5,82190.81
TXN1001582,2025-11-15,Gadget-X1,Middle-East,wholesale,569,312.25,168786.74,5,30381.61
TXN1001583,2025-12-16,Gadget-X2,Africa,partner,211,96.97,18414.6,10,3314.63
TXN1001584,2025-01-17,Doohickey-Pro,North-America,direct,750,722.67,433602.0,20,78048.36
TXN1001585,2025-02-18,Thingamajig,South-America,online,690,751.66,440848.59,15,79352.75
TXN1001586,2025-03-19,Gizmo-3000,Europe,retail,351,298.06,83695.25,20,15065.14
TXN1001587,2025-04-20,Contraption-A,Asia-Pacific,wholesale,660,582.54,326804.94,15,58824.89
TXN1001588,2025-05-21,Device-Z,Middle-East,partner,938,54.74,43644.2,15,7855.96
TXN1001589,2025-06-22,Module-7,Africa,direct,784,208.96,163824.64,0,29488.44
TXN1001590,2025-07-23,Widget-Alpha,North-America,online,214,967.02,186248.05,10,33524.65
TXN1001591,2025-08-24,Widget-Beta,South-America,retail,850,584.63,422395.17,15,76031.13
TXN1001592,2025-09-25,Gadget-X1,Europe,wholesale,16,616.92,9377.18,5,1687.89
TXN1001593,2025-10-26,Gadget-X2,Asia-Pacific,partner,560,211.33,94675.84,20,17041.65
TXN1001594,2025-11-27,Doohickey-Pro,Middle-East,direct,283,801.78,181522.99,20,32674.14
TXN1001595,2025-12-28,Thingamajig,Africa,online,22,338.54,6703.09,10,1206.56
TXN1001596,2025-01-01,Gizmo-3000,North-America,retail,186,484.59,72106.99,20,12979.26
TXN1001597,2025-02-02,Contraption-A,South-America,wholesale,866,525.37,432221.9,5,77799.94
TXN1001598,2025-03-03,Device-Z,Europe,partner,610,827.35,454215.15,10,81758.73
TXN1001599,2025-04-04,Module-7,Asia-Pacific,direct,774,886.76,617717.02,10,111189.06
TXN1001600,2025-05-05,Widget-Alpha,Middle-East,online,262,422.07,88465.87,20,15923.86
TXN1001601,2025-06-06,Widget-Beta,Africa,retail,573,309.93,150951.41,15,27171.25
TXN1001602,2025-07-07,Gadget-X1,North-America,wholesale,998,58.64,46818.18,20,8427.27
TXN1001603,2025-08-08,Gadget-X2,South-America,partner,469,886.68,395060.27,5,71110.85
TXN1001604,2025-09-09,Doohickey-Pro,Europe,direct,173,685.5,118591.5,0,21346.47
TXN1001605,2025-10-10,Thingamajig,Asia-Pacific,online,512,745.83,286398.72,25,51551.77
TXN1001606,2025-11-11,Gizmo-3000,Middle-East,retail,302,172.36,44244.81,15,7964.07
TXN1001607,2025-12-12,Contraption-A,Africa,wholesale,23,209.12,3607.32,25,649.32
TXN1001608,2025-01-13,Device-Z,North-America,partner,661,48.81,27423.9,15,4936.3
TXN1001609,2025-02-14,Module-7,South-America,direct,199,465.57,74118.74,20,13341.37
TXN1001610,2025-03-15,Widget-Alpha,Europe,online,406,232.41,70768.85,25,12738.39
TXN1001611,2025-04-16,Widget-Beta,Asia-Pacific,retail,663,126.95,79959.46,5,14392.7
TXN1001612,2025-05-17,Gadget-X1,Middle-East,wholesale,250,396.73,94223.38,5,16960.21
TXN1001613,2025-06-18,Gadget-X2,Africa,partner,201,243.26,44005.73,10,7921.03
TXN1001614,2025-07-19,Doohickey-Pro,North-America,direct,486,561.03,204495.43,25,36809.18
TXN1001615,2025-08-20,Thingamajig,South-America,online,636,735.63,397681.58,15,71582.68
TXN1001616,2025-09-21,Gizmo-3000,Europe,retail,142,995.58,120166.51,15,21629.97
TXN1001617,2025-10-22,Contraption-A,Asia-Pacific,wholesale,524,799.51,356101.75,15,64098.31
TXN1001618,2025-11-23,Device-Z,Middle-East,partner,486,545.35,251788.1,5,45321.86
TXN1001619,2025-12-24,Module-7,Africa,direct,935,217.76,173064.76,15,31151.66
TXN1001620,2025-01-25,Widget-Alpha,North-America,online,352,567.69,189835.54,5,34170.4
TXN1001621,2025-02-26,Widget-Beta,South-America,retail,665,179.95,113683.41,5,20463.01
TXN1001622,2025-03-27,Gadget-X1,Europe,wholesale,402,53.78,16214.67,25,2918.64
TXN1001623,2025-04-28,Gadget-X2,Asia-Pacific,partner,261,809.08,190052.89,10,34209.52
TXN1001624,2025-05-01,Doohickey-Pro,Middle-East,direct,340,93.64,23878.2,25,4298.08
TXN1001625,2025-06-02,Thingamajig,Africa,online,858,812.84,662545.88,5,119258.26
TXN1001626,2025-07-03,Gizmo-3000,North-America,retail,922,773.16,605925.49,15,109066.59
TXN1001627,2025-08-04,Contraption-A,South-America,wholesale,742,415.08,246391.49,20,44350.47
TXN1001628,2025-09-05,Device-Z,Europe,partner,694,810.76,534534.07,5,96216.13
TXN1001629,2025-10-06,Module-7,Asia-Pacific,direct,254,107.68,23248.11,15,4184.66
TXN1001630,2025-11-07,Widget-Alpha,Middle-East,online,451,504.03,170488.15,25,30687.87
TXN1001631,2025-12-08,Widget-Beta,Africa,retail,359,406.02,138473.12,5,24925.16
TXN1001632,2025-01-09,Gadget-X1,North-America,wholesale,342,140.38,40808.47,15,7345.52
TXN1001633,2025-02-10,Gadget-X2,South-America,partner,749,578.22,368123.76,15,66262.28
TXN1001634,2025-03-11,Doohickey-Pro,Europe,direct,397,190.52,71854.62,5,12933.83
TXN1001635,2025-04-12,Thingamajig,Asia-Pacific,online,58,890.39,38731.97,25,6971.75
TXN1001636,2025-05-13,Gizmo-3000,Middle-East,retail,99,806.18,71830.64,10,12929.52
TXN1001637,2025-06-14,Contraption-A,Africa,wholesale,983,411.33,384120.52,5,69141.69
TXN1001638,2025-07-15,Device-Z,North-America,partner,721,114.23,61769.87,25,11118.58
TXN1001639,2025-08-16,Module-7,South-America,direct,399,829.36,248185.98,25,44673.48
TXN1001640,2025-09-17,Widget-Alpha,Europe,online,664,439.87,248262.63,15,44687.27
TXN1001641,2025-10-18,Widget-Beta,Asia-Pacific,retail,736,690.31,381051.12,25,68589.2
TXN1001642,2025-11-19,Gadget-X1,Middle-East,wholesale,39,268.7,8907.4,15,1603.33
TXN1001643,2025-12-20,Gadget-X2,Africa,partner,107,314.68,25253.07,25,4545.55
TXN1001644,2025-01-21,Doohickey-Pro,North-America,direct,41,769.24,26808.01,15,4825.44
TXN1001645,2025-02-22,Thingamajig,South-America,online,354,513.64,145462.85,20,26183.31
TXN1001646,2025-03-23,Gizmo-3000,Europe,retail,224,115.64,20722.69,20,3730.08
TXN1001647,2025-04-24,Contraption-A,Asia-Pacific,wholesale,500,754.4,358340.0,5,64501.2
TXN1001648,2025-05-25,Device-Z,Middle-East,partner,904,931.54,715795.34,15,128843.16
TXN1001649,2025-06-26,Module-7,Africa,direct,176,417.56,73490.56,0,13228.3
TXN1001650,2025-07-27,Widget-Alpha,North-America,online,511,375.34,163028.93,15,29345.21
TXN1001651,2025-08-28,Widget-Beta,South-America,retail,183,72.34,9928.67,25,1787.16
TXN1001652,2025-09-01,Gadget-X1,Europe,wholesale,972,496.56,410257.87,15,73846.42
TXN1001653,2025-10-02,Gadget-X2,Asia-Pacific,partner,857,452.2,290651.55,25,52317.28
TXN1001654,2025-11-03,Doohickey-Pro,Middle-East,direct,247,615.85,152114.95,0,27380.69
TXN1001655,2025-12-04,Thingamajig,Africa,online,997,895.15,803218.09,10,144579.26
TXN1001656,2025-01-05,Gizmo-3000,North-America,retail,120,76.95,7848.9,15,1412.8
TXN1001657,2025-02-06,Contraption-A,South-America,wholesale,119,595.96,53189.43,25,9574.1
TXN1001658,2025-03-07,Device-Z,Europe,partner,272,36.14,9338.58,5,1680.94
TXN1001659,2025-04-08,Module-7,Asia-Pacific,direct,798,344.32,261028.99,5,46985.22
TXN1001660,2025-05-09,Widget-Alpha,Middle-East,online,388,405.0,141426.0,10,25456.68
TXN1001661,2025-06-10,Widget-Beta,Africa,retail,323,910.82,235355.89,20,42364.06
TXN1001662,2025-07-11,Gadget-X1,North-America,wholesale,143,218.61,28135.11,10,5064.32
TXN1001663,2025-08-12,Gadget-X2,South-America,partner,44,625.6,27526.4,0,4954.75
TXN1001664,2025-09-13,Doohickey-Pro,Europe,direct,239,643.18,130662.02,15,23519.16
TXN1001665,2025-10-14,Thingamajig,Asia-Pacific,online,720,322.28,174031.2,25,31325.62
TXN1001666,2025-11-15,Gizmo-3000,Middle-East,retail,737,196.9,116092.24,20,20896.6
TXN1001667,2025-12-16,Contraption-A,Africa,wholesale,966,134.87,117255.98,10,21106.08
TXN1001668,2025-01-17,Device-Z,North-America,partner,475,872.16,372848.4,10,67112.71
TXN1001669,2025-02-18,Module-7,South-America,direct,786,21.55,12703.72,25,2286.67
TXN1001670,2025-03-19,Widget-Alpha,Europe,online,35,236.99,6220.99,25,1119.78
TXN1001671,2025-04-20,Widget-Beta,Asia-Pacific,retail,433,313.92,101945.52,25,18350.19
TXN1001672,2025-05-21,Gadget-X1,Middle-East,wholesale,150,781.3,117195.0,0,21095.1
TXN1001673,2025-06-22,Gadget-X2,Africa,partner,554,539.96,269224.06,10,48460.33
TXN1001674,2025-07-23,Doohickey-Pro,North-America,direct,932,675.97,504003.23,20,90720.58
TXN1001675,2025-08-24,Thingamajig,South-America,online,772,397.93,276481.76,10,49766.72
TXN1001676,2025-09-25,Gizmo-3000,Europe,retail,665,225.26,149797.9,0,26963.62
TXN1001677,2025-10-26,Contraption-A,Asia-Pacific,wholesale,904,179.76,162503.04,0,29250.55
TXN1001678,2025-11-27,Device-Z,Middle-East,partner,261,996.47,195059.0,25,35110.62
TXN1001679,2025-12-28,Module-7,Africa,direct,402,273.87,88076.59,20,15853.79
TXN1001680,2025-01-01,Widget-Alpha,North-America,online,510,488.99,211977.16,15,38155.89
TXN1001681,2025-02-02,Widget-Beta,South-America,retail,298,119.92,26802.12,25,4824.38
TXN1001682,2025-03-03,Gadget-X1,Europe,wholesale,362,465.4,143203.58,15,25776.64
TXN1001683,2025-04-04,Gadget-X2,Asia-Pacific,partner,329,364.21,107842.58,10,19411.66
TXN1001684,2025-05-05,Doohickey-Pro,Middle-East,direct,185,557.42,97966.56,5,17633.98
TXN1001685,2025-06-06,Thingamajig,Africa,online,855,485.76,373792.32,10,67282.62
TXN1001686,2025-07-07,Gizmo-3000,North-America,retail,101,395.19,39914.19,0,7184.55
TXN1001687,2025-08-08,Contraption-A,South-America,wholesale,49,705.73,29393.65,15,5290.86
TXN1001688,2025-09-09,Device-Z,Europe,partner,319,470.7,150153.3,0,27027.59
TXN1001689,2025-10-10,Module-7,Asia-Pacific,direct,589,410.51,181342.79,25,32641.7
TXN1001690,2025-11-11,Widget-Alpha,Middle-East,online,260,404.33,78844.35,25,14191.98
TXN1001691,2025-12-12,Widget-Beta,Africa,retail,469,865.07,344860.16,15,62074.83
TXN1001692,2025-01-13,Gadget-X1,North-America,wholesale,870,31.9,27753.0,0,4995.54
TXN1001693,2025-02-14,Gadget-X2,South-America,partner,341,709.24,205573.21,15,37003.18
TXN1001694,2025-03-15,Doohickey-Pro,Europe,direct,436,420.32,146607.62,20,26389.37
TXN1001695,2025-04-16,Thingamajig,Asia-Pacific,online,448,981.15,439555.2,0,79119.94
TXN1001696,2025-05-17,Gizmo-3000,Middle-East,retail,53,185.92,7390.32,25,1330.26
TXN1001697,2025-06-18,Contraption-A,Africa,wholesale,431,181.18,70279.72,10,12650.35
TXN1001698,2025-07-19,Device-Z,North-America,partner,169,490.71,70490.49,15,12688.29
TXN1001699,2025-08-20,Module-7,South-America,direct,694,285.28,197984.32,0,35637.18
TXN1001700,2025-09-21,Widget-Alpha,Europe,online,115,618.65,53358.56,25,9604.54
TXN1001701,2025-10-22,Widget-Beta,Asia-Pacific,retail,156,93.57,14596.92,0,2627.45
TXN1001702,2025-11-23,Gadget-X1,Middle-East,wholesale,896,855.08,766151.68,0,137907.3
TXN1001703,2025-12-24,Gadget-X2,Africa,partner,388,278.78,86533.31,20,15576.0
TXN1001704,2025-01-25,Doohickey-Pro,North-America,direct,249,788.87,186607.2,5,33589.3
TXN1001705,2025-02-26,Thingamajig,South-America,online,164,225.08,33221.81,10,5979.93
TXN1001706,2025-03-27,Gizmo-3000,Europe,retail,710,679.1,361620.75,25,65091.74
TXN1001707,2025-04-28,Contraption-A,Asia-Pacific,wholesale,11,15.35,143.52,15,25.83
TXN1001708,2025-05-01,Device-Z,Middle-East,partner,148,960.62,113737.41,20,20472.73
TXN1001709,2025-06-02,Module-7,Africa,direct,756,808.29,580513.88,5,104492.5
TXN1001710,2025-07-03,Widget-Alpha,North-America,online,497,236.77,105907.22,10,19063.3
TXN1001711,2025-08-04,Widget-Beta,South-America,retail,947,682.09,645939.23,0,116269.06
TXN1001712,2025-09-05,Gadget-X1,Europe,wholesale,478,20.8,8451.04,15,1521.19
TXN1001713,2025-10-06,Gadget-X2,Asia-Pacific,partner,845,613.14,388577.47,25,69943.94
TXN1001714,2025-11-07,Doohickey-Pro,Middle-East,direct,44,74.19,2774.71,15,499.45
TXN1001715,2025-12-08,Thingamajig,Africa,online,142,59.72,8480.24,0,1526.44
TXN1001716,2025-01-09,Gizmo-3000,North-America,retail,255,899.94,229484.7,0,41307.25
TXN1001717,2025-02-10,Contraption-A,South-America,wholesale,24,341.16,8187.84,0,1473.81
TXN1001718,2025-03-11,Device-Z,Europe,partner,533,403.81,193707.66,10,34867.38
TXN1001719,2025-04-12,Module-7,Asia-Pacific,direct,671,989.71,630890.64,5,113560.32
TXN1001720,2025-05-13,Widget-Alpha,Middle-East,online,184,601.22,82968.36,25,14934.3
TXN1001721,2025-06-14,Widget-Beta,Africa,retail,360,632.8,170856.0,25,30754.08
TXN1001722,2025-07-15,Gadget-X1,North-America,wholesale,528,861.66,432208.66,5,77797.56
TXN1001723,2025-08-16,Gadget-X2,South-America,partner,763,86.49,65991.87,0,11878.54
TXN1001724,2025-09-17,Doohickey-Pro,Europe,direct,490,652.63,319788.7,0,57561.97
TXN1001725,2025-10-18,Thingamajig,Asia-Pacific,online,62,865.47,42927.31,20,7726.92
TXN1001726,2025-11-19,Gizmo-3000,Middle-East,retail,958,8.38,8028.04,0,1445.05
TXN1001727,2025-12-20,Contraption-A,Africa,wholesale,322,326.19,89278.2,15,16070.08
TXN1001728,2025-01-21,Device-Z,North-America,partner,195,32.55,5712.52,10,1028.25
TXN1001729,2025-02-22,Module-7,South-America,direct,28,674.97,18899.16,0,3401.85
TXN1001730,2025-03-23,Widget-Alpha,Europe,online,367,721.15,264662.05,0,47639.17
TXN1001731,2025-04-24,Widget-Beta,Asia-Pacific,retail,628,725.64,364561.54,20,65621.08
TXN1001732,2025-05-25,Gadget-X1,Middle-East,wholesale,852,706.11,451204.29,25,81216.77
TXN1001733,2025-06-26,Gadget-X2,Africa,partner,840,458.36,327269.04,15,58908.43
TXN1001734,2025-07-27,Doohickey-Pro,North-America,direct,716,534.51,363573.7,5,65443.27
TXN1001735,2025-08-28,Thingamajig,South-America,online,531,731.72,349688.99,10,62944.02
TXN1001736,2025-09-01,Gizmo-3000,Europe,retail,6,44.41,213.17,20,38.37
TXN1001737,2025-10-02,Contraption-A,Asia-Pacific,wholesale,564,402.08,192757.15,15,34696.29
TXN1001738,2025-11-03,Device-Z,Middle-East,partner,774,535.14,372778.52,10,67100.13
TXN1001739,2025-12-04,Module-7,Africa,direct,261,96.26,18842.9,25,3391.72
TXN1001740,2025-01-05,Widget-Alpha,North-America,online,495,438.07,184317.95,15,33177.23
TXN1001741,2025-02-06,Widget-Beta,South-America,retail,481,34.95,12608.21,25,2269.48
TXN1001742,2025-03-07,Gadget-X1,Europe,wholesale,180,643.35,104222.7,10,18760.09
TXN1001743,2025-04-08,Gadget-X2,Asia-Pacific,partner,635,648.35,370532.03,10,66695.77
TXN1001744,2025-05-09,Doohickey-Pro,Middle-East,direct,32,825.72,23780.74,10,4280.53
TXN1001745,2025-06-10,Thingamajig,Africa,online,36,300.73,8661.02,20,1558.98
TXN1001746,2025-07-11,Gizmo-3000,North-America,retail,450,117.78,53001.0,0,9540.18
TXN1001747,2025-08-12,Contraption-A,South-America,wholesale,237,799.63,189512.31,0,34112.22
TXN1001748,2025-09-13,Device-Z,Europe,partner,604,909.38,411949.14,25,74150.85
TXN1001749,2025-10-14,Module-7,Asia-Pacific,direct,448,245.78,88087.55,20,15855.76
